user_id,file_id,rating,combo_ALL__pred,n_sentences,n_tokens,sentence_length,n_sentences_r,n_words_r,n_chars_r,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,token_count,sentence_count,pos_prop_NOUN,pos_prop_PROPN,pos_prop_PRON,pos_prop_VERB,pos_prop_AUX,pos_prop_ADJ,pos_prop_ADV,pos_prop_ADP,pos_prop_DET,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_INTJ,pos_prop_SYM,pos_prop_X,pos_prop_PUNCT,content_vs_function_ratio,pronoun_ratio,verbs_per_sentence,pos_entropy,avg_tree_depth,max_tree_depth,std_tree_depth,avg_dep_distance,root_children_mean,token_count_ner,entity_count,entity_density,unique_entity_types,entity_label_entropy,avg_entity_length_tokens,ent_count_PERSON,ent_count_ORG,ent_count_GPE,ent_count_LOC,ent_count_NORP,ent_count_FAC,ent_count_EVENT,ent_count_WORK_OF_ART,ent_count_LAW,ent_count_LANGUAGE,ent_count_PRODUCT,ent_count_DATE,ent_count_TIME,ent_count_PERCENT,ent_count_MONEY,ent_count_QUANTITY,ent_count_ORDINAL,ent_count_CARDINAL,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,disc_token_count,total_connectives,connective_density_per_100w,unique_connectives,connective_entropy,count_temporal,count_comparison,count_cause,count_expansion,density_temporal,density_comparison,density_cause,density_expansion,enumeration_count,avg_connective_position,unique_entities,avg_entities_per_sent,entity_continuity,entity_introductions,role_transitions,grid_density,cosine_sim,q_norm,r_norm,norm_gap,avg_logprob,ppl,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,nli_mean_entail,nli_mean_contra,nli_max_contra,nli_frac_entail_gt50,nli_frac_contra_gt50,nli_pairs_evaluated,nli_r_to_q_entail,nli_q_to_r_entail,nli_r_to_q_contra,nli_q_to_r_contra,n_sentences_resp,ll_orig,mean_ll_pert,std_ll_pert,curvature_z,n_perturb_used
64,3,5.0,3.72,8.0,352.0,259.0,3.0,246.0,1433.0,427.0,39.0,82.0,1.7358,5.8252,0.1585,-23.2413,36.8721,39.1415,23.7267,47.0067,18.0912,259.0,192.0,0.7413,11.9303,8.436,0.9461,0.0097,31.3054,280.3385,0.7917,0.1146,5.6757,352.0,8.0,0.3239,0.1506,0.0142,0.0795,0.0057,0.0653,0.0114,0.0369,0.0085,0.017,0.0028,0.0057,0.054,0.0,0.017,0.0028,0.2045,6.9375,0.0142,3.75,2.9094,6.625,10.0,1.9961,3.2059,4.625,352.0,23.0,0.0653,9.0,2.9079,1.8696,2.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,0.9764,0.144,0.799,0.057,0.0833,0.4265,259.0,6.0,2.3166,3.0,0.9183,0.0,2.0,0.0,4.0,0.0,0.7722,0.0,1.5444,0.0,0.3793,123.0,21.5,0.2114,0.7886,0.3265,0.1748,0.5949,1.0,1.0,0.0,-4.1519,63.5558,0.0317,0.3122,0.6927,0.3073,1536.8488,293.0,5.5192,410.0,0.141,0.2836,0.8134,0.0,0.25,4.0,0.4317,0.1592,0.1915,0.0163,3.0,-4.1519,-4.3995,0.1033,2.3971,6.0
65,3,3.0,3.28,24.0,625.0,454.0,7.0,382.0,2172.0,649.0,60.0,54.5714,1.699,5.6859,0.1571,7.7136,25.7405,28.1113,19.8543,32.6361,17.0905,454.0,195.0,0.4295,9.1518,6.4713,0.8619,0.0226,98.7793,96.9342,0.5897,0.1538,5.0176,625.0,24.0,0.256,0.2128,0.0032,0.0512,0.0016,0.0416,0.008,0.0336,0.0064,0.0224,0.0,0.0032,0.1184,0.0,0.008,0.0,0.2336,8.0909,0.0032,1.375,2.7564,5.0417,9.0,1.6951,2.9781,4.1667,625.0,81.0,0.1296,8.0,2.4744,1.963,8.0,15.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0,17.0,0.9747,0.08,0.891,0.029,-0.3641,0.6996,454.0,11.0,2.4229,2.0,0.4395,0.0,0.0,1.0,10.0,0.0,0.0,0.2203,2.2026,0.0,0.4684,121.0,12.2917,0.4545,0.5455,0.2011,0.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,3,4.0,3.86,10.0,480.0,329.0,8.0,270.0,1417.0,409.0,27.0,33.75,1.5148,5.2481,0.1,44.4254,15.4473,17.5,13.6241,20.1638,14.1821,329.0,133.0,0.4043,7.3325,5.1849,0.8437,0.027,119.548,73.5941,0.4737,0.2256,4.6353,480.0,10.0,0.1812,0.2479,0.0042,0.0688,0.0042,0.0271,0.0021,0.0104,0.0167,0.0188,0.0042,0.0042,0.1396,0.0,0.0146,0.0021,0.2542,8.4333,0.0042,3.5,2.7832,6.7,11.0,2.3685,3.3978,4.9,480.0,78.0,0.1625,7.0,1.9282,1.641,19.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,39.0,0.9493,0.084,0.895,0.021,0.0655,0.5247,329.0,4.0,1.2158,2.0,0.8113,0.0,0.0,1.0,3.0,0.0,0.0,0.304,0.9119,0.0,0.302,89.0,20.8,0.573,0.427,0.1849,0.2337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,3,4.0,3.65,7.0,493.0,313.0,4.0,259.0,1452.0,439.0,39.0,64.75,1.695,5.6062,0.1506,-2.2816,29.6633,31.9232,20.9671,37.3501,16.7072,313.0,157.0,0.5016,8.8742,6.275,0.8799,0.0209,106.9726,97.3593,0.5924,0.2357,4.8914,493.0,7.0,0.215,0.1684,0.002,0.0406,0.0041,0.0568,0.0081,0.0243,0.0061,0.0264,0.0,0.0041,0.1258,0.0,0.002,0.0,0.3164,7.303,0.002,3.1429,2.7043,5.2857,11.0,2.9623,3.4514,4.8571,493.0,43.0,0.0872,5.0,1.5764,1.907,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,27.0,0.9678,0.108,0.846,0.046,0.0477,0.4536,313.0,7.0,2.2364,2.0,-0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.2364,0.0,0.4443,92.0,27.1429,0.4674,0.5326,0.0918,0.295,0.6494,1.0,1.0,0.0,-3.2568,25.9676,0.0404,0.3566,0.7518,0.2482,1260.2059,234.0,3.9193,544.0,0.207,0.1998,0.485,0.1667,0.0,6.0,0.1533,0.1053,0.011,0.0051,4.0,-3.2334,-3.7052,0.1167,4.044,6.0
68,3,4.0,4.2,43.0,1054.0,753.0,37.0,678.0,3390.0,1042.0,76.0,18.3243,1.5369,5.0,0.1121,58.2163,9.6916,11.8135,11.3166,11.2822,11.9847,753.0,345.0,0.4582,12.5725,8.8901,0.8822,0.0178,59.611,70.7536,0.5884,0.2174,4.6746,1054.0,43.0,0.2144,0.1812,0.0095,0.0769,0.0009,0.0636,0.0123,0.0503,0.0256,0.0228,0.0038,0.0019,0.0816,0.0,0.0104,0.0019,0.2429,4.7769,0.0095,1.907,3.0126,4.5581,16.0,2.7979,2.8169,3.5349,1054.0,144.0,0.1366,10.0,2.1118,1.4514,20.0,23.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,3.0,1.0,78.0,0.9916,0.094,0.879,0.027,0.0583,0.4559,753.0,16.0,2.1248,4.0,0.8684,1.0,2.0,0.0,13.0,0.1328,0.2656,0.0,1.7264,0.0,0.656,201.0,9.9302,0.4428,0.5572,0.2434,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3,4.0,4.17,13.0,598.0,442.0,11.0,409.0,2143.0,631.0,52.0,37.1818,1.5428,5.2396,0.1271,38.5757,17.1158,19.9583,15.5499,21.8395,14.2128,442.0,226.0,0.5113,10.7497,7.6012,0.8899,0.0181,59.0692,135.966,0.6106,0.1814,5.009,598.0,13.0,0.1488,0.3244,0.0134,0.0652,0.0033,0.0452,0.0067,0.0201,0.0151,0.0134,0.0084,0.0067,0.112,0.0,0.0234,0.0,0.194,7.3542,0.0134,3.1538,2.8868,5.0,9.0,2.3859,3.6548,4.2308,598.0,92.0,0.1538,10.0,2.3283,1.9022,17.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,0.0,1.0,0.0,36.0,0.8907,0.073,0.877,0.05,0.0227,0.4572,442.0,7.0,1.5837,3.0,0.9852,0.0,3.0,0.0,4.0,0.0,0.6787,0.0,0.905,0.0,0.217,137.0,22.3846,0.4526,0.5474,0.1429,0.1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,3,2.0,2.96,18.0,614.0,430.0,2.0,364.0,1953.0,569.0,44.0,182.0,1.5632,5.3654,0.1209,-110.1406,73.8356,77.6352,29.9243,94.841,15.5858,430.0,208.0,0.4837,10.0307,7.0927,0.8802,0.0198,94.6458,106.7907,0.6298,0.1635,4.7837,614.0,18.0,0.2134,0.2671,0.0147,0.0391,0.0016,0.0521,0.0,0.0244,0.0049,0.0179,0.0,0.0049,0.1059,0.0,0.0016,0.0065,0.2459,8.3571,0.0147,1.3889,2.7064,5.2222,10.0,1.9309,3.1622,4.3889,614.0,96.0,0.1564,8.0,2.0142,1.6458,11.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,52.0,0.9551,0.079,0.876,0.044,-0.0955,0.5727,430.0,3.0,0.6977,1.0,-0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6977,0.0,0.3546,153.0,16.8889,0.3464,0.6536,0.2252,0.1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,3,5.0,4.4,5.0,388.0,295.0,2.0,262.0,1451.0,418.0,24.0,131.0,1.5954,5.5382,0.0916,-61.1025,54.326,56.0641,22.9186,70.1548,16.5385,295.0,164.0,0.5559,9.5484,6.7518,0.8968,0.0182,102.9589,113.083,0.689,0.1585,5.0881,388.0,5.0,0.3015,0.2113,0.0077,0.0593,0.0052,0.0593,0.0077,0.0309,0.0052,0.0155,0.0026,0.0,0.0902,0.0,0.0077,0.0155,0.1804,9.5385,0.0077,5.0,2.8419,6.8,9.0,1.833,4.6998,6.6,388.0,55.0,0.1418,7.0,2.2134,1.4545,6.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,19.0,0.9676,0.117,0.836,0.048,0.0902,0.609,295.0,4.0,1.3559,2.0,0.8113,1.0,0.0,0.0,3.0,0.339,0.0,0.0,1.0169,0.0,0.3546,104.0,40.4,0.3462,0.6538,0.2245,0.3885,0.5904,1.0,1.0,0.0,-3.9942,54.2838,0.0404,0.3408,0.7063,0.2937,1550.7982,227.5,5.0099,446.0,0.099,0.1602,0.1628,0.0,0.0,2.0,0.926,0.0736,0.0251,0.0152,2.0,-3.9942,-4.2125,0.1303,1.6756,6.0
72,3,4.0,3.98,39.0,531.0,364.0,36.0,355.0,1970.0,615.0,58.0,9.8611,1.7324,5.5493,0.1634,50.2654,8.6981,10.4797,10.3803,9.6377,13.8282,364.0,204.0,0.5604,10.6925,7.5607,0.9018,0.0167,78.6439,149.9056,0.6863,0.1569,5.489,531.0,39.0,0.3465,0.0471,0.0038,0.0621,0.0038,0.0772,0.0151,0.0603,0.0094,0.0527,0.0019,0.0056,0.0414,0.0,0.0132,0.0,0.2599,3.9863,0.0038,0.8974,2.7922,4.3846,10.0,1.8483,2.7101,3.359,531.0,25.0,0.0471,6.0,2.3525,2.24,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,3.0,0.8863,0.089,0.851,0.06,0.0415,0.4501,364.0,15.0,4.1209,1.0,-0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.1209,0.0,0.4322,121.0,5.4103,0.3554,0.6446,0.3111,0.0447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,3,4.0,3.93,9.0,633.0,491.0,3.0,418.0,2137.0,631.0,43.0,139.3333,1.5096,5.1124,0.1029,-62.2979,56.5629,59.8482,24.7572,72.3163,14.0487,491.0,208.0,0.4236,9.3869,6.6375,0.8614,0.0224,112.8252,69.279,0.5865,0.1779,4.6191,633.0,9.0,0.1927,0.2954,0.0111,0.0679,0.0,0.0363,0.0032,0.0474,0.0063,0.0095,0.0016,0.0016,0.1232,0.0,0.0079,0.0032,0.1927,7.6939,0.0111,4.7778,2.7721,8.3333,17.0,4.714,3.2528,3.5556,633.0,120.0,0.1896,9.0,2.0637,1.5083,18.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,58.0,0.9903,0.125,0.826,0.048,-0.0084,0.5482,491.0,4.0,0.8147,1.0,-0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8147,0.0,0.0742,149.0,35.1111,0.3893,0.6107,0.1916,0.2356,0.6252,1.0,1.0,0.0,-3.2822,26.6334,0.0381,0.2984,0.688,0.312,1659.3202,316.5,3.9074,734.0,0.0391,0.0708,0.1719,0.0,0.0,4.0,0.1736,0.0604,0.0845,0.0028,3.0,-3.416,-3.7815,0.1233,2.9642,6.0
74,3,3.0,3.36,13.0,435.0,343.0,12.0,314.0,1669.0,534.0,61.0,26.1667,1.7006,5.3153,0.1943,36.4019,14.6825,18.2374,16.0092,16.6883,14.3227,343.0,191.0,0.5569,10.313,7.2924,0.8997,0.0172,93.4985,93.4741,0.7487,0.1099,5.0262,435.0,13.0,0.2828,0.0943,0.0138,0.0805,0.0161,0.0782,0.023,0.069,0.0345,0.0276,0.0046,0.0092,0.0759,0.0,0.0069,0.0,0.1839,3.1974,0.0138,3.2308,3.178,4.6923,10.0,2.6424,3.2636,5.0,435.0,38.0,0.0874,7.0,1.8999,1.9211,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,6.0,0.9926,0.164,0.794,0.042,0.2079,0.5339,343.0,10.0,2.9155,3.0,0.9219,1.0,1.0,0.0,8.0,0.2915,0.2915,0.0,2.3324,0.0,0.6755,80.0,13.0769,0.2875,0.7125,0.2444,0.1635,0.6012,1.0,1.0,0.0,-3.6758,39.4788,0.0264,0.2286,0.7714,0.2286,935.8066,325.0,4.5862,455.0,0.0281,0.1937,0.802,0.0,0.1429,14.0,0.0251,0.0058,0.0681,0.0042,8.0,-3.6758,-3.9406,0.1076,2.4608,6.0
75,3,5.0,4.65,12.0,552.0,397.0,9.0,348.0,1893.0,547.0,36.0,38.6667,1.5718,5.4397,0.1034,34.6107,18.0377,19.6046,14.5546,23.5241,15.4197,397.0,196.0,0.4937,9.837,6.9558,0.882,0.0197,78.5488,124.12,0.5969,0.1888,4.9547,552.0,12.0,0.2699,0.2192,0.0199,0.0725,0.0036,0.029,0.0054,0.0181,0.0109,0.0127,0.0,0.0091,0.0996,0.0,0.0036,0.0036,0.2228,8.0244,0.0199,3.5,2.7853,5.1667,10.0,2.5111,2.9873,4.0833,552.0,93.0,0.1685,9.0,2.1471,1.4516,20.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,41.0,0.9865,0.106,0.868,0.025,-0.0193,0.5195,397.0,5.0,1.2594,2.0,0.7219,1.0,0.0,0.0,4.0,0.2519,0.0,0.0,1.0076,0.0,0.2529,126.0,23.4167,0.4127,0.5873,0.2581,0.1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,5.0,4.54,10.0,847.0,586.0,9.0,480.0,2311.0,698.0,46.0,53.3333,1.4542,4.8146,0.0958,29.6792,22.3692,25.1667,16.0443,27.9134,11.9547,586.0,238.0,0.4061,9.8317,6.9521,0.8586,0.0222,204.4287,42.2309,0.6471,0.1681,4.227,847.0,10.0,0.2184,0.1795,0.0083,0.0437,0.0024,0.0295,0.0047,0.0201,0.0071,0.0094,0.0035,0.0059,0.1358,0.0,0.0248,0.0354,0.2715,8.3958,0.0083,3.9,2.8903,6.1,9.0,1.8682,5.1769,7.5,847.0,139.0,0.1641,7.0,1.4067,1.4317,16.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,100.0,0.9558,0.075,0.883,0.043,0.0898,0.4382,586.0,7.0,1.1945,2.0,0.5917,0.0,1.0,0.0,6.0,0.0,0.1706,0.0,1.0239,0.0,0.5614,153.0,34.4,0.366,0.634,0.1099,0.2248,0.5133,1.0,1.0,0.0,-2.8163,16.7149,0.0265,0.321,0.7511,0.2489,1302.4174,298.5,3.4489,944.0,0.0349,0.3838,0.9934,0.0,0.4286,14.0,0.4364,0.0229,0.3089,0.0044,8.0,-3.1165,-3.6018,0.1257,3.8596,6.0
1,4,4.0,4.04,18.0,599.0,473.0,18.0,411.0,2195.0,698.0,75.0,22.8333,1.6983,5.3406,0.1825,39.9833,13.3549,16.4326,14.7902,15.141,14.3066,473.0,258.0,0.5455,11.8629,8.3883,0.9016,0.016,93.059,56.7368,0.7364,0.1473,4.9049,599.0,18.0,0.2604,0.1169,0.0083,0.0684,0.0067,0.0634,0.005,0.0818,0.0351,0.0317,0.0033,0.0167,0.1252,0.0,0.02,0.0,0.1569,2.8,0.0083,2.5,3.1853,5.2778,12.0,1.9665,2.8331,4.8889,599.0,80.0,0.1336,8.0,2.2879,1.8375,10.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,1.0,0.0,34.0,0.9559,0.1,0.84,0.06,0.2667,0.685,473.0,19.0,4.0169,3.0,0.7742,0.0,2.0,1.0,16.0,0.0,0.4228,0.2114,3.3827,0.0,0.5312,155.0,12.8333,0.1742,0.8258,0.2763,0.0828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,4.0,4.1,57.0,1225.0,947.0,49.0,874.0,4703.0,1488.0,150.0,17.8367,1.7025,5.381,0.1716,44.6978,11.456,13.9997,13.1243,12.8329,14.1808,947.0,422.0,0.4456,13.7132,9.6967,0.8821,0.0172,49.6204,191.2583,0.5995,0.1754,5.0876,1225.0,57.0,0.2588,0.1322,0.018,0.0776,0.0065,0.0661,0.0237,0.062,0.0327,0.0424,0.0065,0.0098,0.0392,0.0,0.0049,0.0,0.2196,3.1376,0.018,1.807,3.1325,4.6842,11.0,1.8273,3.2639,4.5439,1225.0,94.0,0.0767,8.0,2.3707,1.883,22.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,24.0,0.9981,0.122,0.853,0.025,0.0997,0.4392,947.0,38.0,4.0127,8.0,1.2256,11.0,3.0,0.0,24.0,1.1616,0.3168,0.0,2.5343,0.0,0.5181,233.0,8.7895,0.4077,0.5923,0.3545,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,5.0,4.32,31.0,936.0,683.0,15.0,598.0,3358.0,1034.0,108.0,39.8667,1.7291,5.6154,0.1806,20.0887,20.3613,23.1707,18.458,24.9518,16.476,683.0,302.0,0.4422,11.5557,8.1711,0.875,0.0192,92.9497,83.9883,0.6093,0.1921,5.1523,936.0,31.0,0.25,0.1635,0.0075,0.1132,0.0043,0.0577,0.0075,0.0267,0.0064,0.0139,0.0,0.0032,0.1058,0.0,0.0043,0.0053,0.2308,9.5517,0.0075,3.5484,2.8632,4.8387,11.0,2.6892,2.875,4.1613,936.0,159.0,0.1699,10.0,2.0647,1.2264,22.0,31.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,85.0,0.9967,0.134,0.825,0.041,0.0478,0.4884,683.0,17.0,2.489,5.0,1.659,1.0,4.0,3.0,9.0,0.1464,0.5857,0.4392,1.3177,0.0,0.463,175.0,12.7097,0.4171,0.5829,0.3014,0.0726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,5.0,4.59,11.0,679.0,476.0,9.0,435.0,2329.0,690.0,50.0,48.3333,1.5862,5.354,0.1149,23.5836,21.9772,23.931,16.5942,27.9541,15.0692,476.0,248.0,0.521,11.3671,8.0377,0.8943,0.0172,83.6805,123.6667,0.6613,0.1734,5.0441,679.0,11.0,0.2253,0.324,0.0059,0.0339,0.0044,0.0383,0.0044,0.0295,0.0103,0.0103,0.0015,0.0044,0.0677,0.0,0.0044,0.0044,0.2312,9.4444,0.0059,2.3636,2.6247,5.4545,11.0,2.9034,3.6271,3.0909,679.0,98.0,0.1443,7.0,1.8094,1.7347,23.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,53.0,0.9756,0.089,0.869,0.041,0.0488,0.5446,476.0,5.0,1.0504,2.0,0.7219,0.0,1.0,0.0,4.0,0.0,0.2101,0.0,0.8403,0.0,0.0646,181.0,34.2727,0.337,0.663,0.0918,0.1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4,4.0,4.01,10.0,504.0,378.0,7.0,333.0,1854.0,577.0,58.0,47.5714,1.7327,5.5676,0.1742,11.9608,23.4091,25.9955,19.5732,28.579,16.3151,378.0,216.0,0.5714,11.1098,7.8558,0.9057,0.0159,82.8644,105.1866,0.7315,0.1204,5.1323,504.0,10.0,0.2976,0.0972,0.0119,0.0734,0.006,0.0655,0.0079,0.0536,0.0119,0.0516,0.002,0.006,0.1032,0.0,0.0139,0.0,0.1984,3.7917,0.0119,4.0,3.0284,6.8,12.0,2.5612,3.8009,4.3,504.0,58.0,0.1151,5.0,1.9784,1.9483,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,18.0,0.9753,0.09,0.889,0.021,0.1076,0.4924,378.0,21.0,5.5556,3.0,0.5917,3.0,0.0,0.0,18.0,0.7937,0.0,0.0,4.7619,0.0,0.5215,120.0,20.5,0.2667,0.7333,0.3176,0.1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,4.0,3.99,9.0,435.0,321.0,8.0,253.0,1254.0,398.0,30.0,31.625,1.5731,4.9565,0.1186,41.6495,15.3066,17.3931,14.1918,17.7277,12.4084,321.0,164.0,0.5109,9.1536,6.4726,0.8836,0.0202,155.0839,60.0846,0.6768,0.1646,4.2461,435.0,9.0,0.177,0.2046,0.0115,0.0598,0.0023,0.0322,0.0115,0.0253,0.0115,0.0138,0.0046,0.0092,0.1632,0.0,0.0529,0.0069,0.2138,6.2059,0.0115,3.0,3.0491,6.8889,15.0,3.4462,3.6796,4.0,435.0,79.0,0.1816,6.0,1.4538,1.3924,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,55.0,0.9676,0.102,0.877,0.021,-0.0167,0.5261,321.0,5.0,1.5576,2.0,0.7219,0.0,1.0,0.0,4.0,0.0,0.3115,0.0,1.2461,0.0,0.3181,94.0,19.0,0.3511,0.6489,0.1688,0.2021,0.6953,1.0,1.0,0.0,-3.5419,34.532,0.0186,0.3588,0.7155,0.2845,1466.9237,213.0,4.1615,485.0,0.0865,0.4866,0.9794,0.0714,0.5,14.0,0.8201,0.0817,0.0953,0.0183,8.0,-3.5419,-3.9218,0.0554,6.8607,6.0
7,4,4.0,3.81,30.0,545.0,446.0,28.0,424.0,2203.0,725.0,70.0,15.1429,1.7099,5.1958,0.1651,46.807,10.4926,12.6609,12.1617,10.6134,12.7963,446.0,232.0,0.5202,10.9855,7.7679,0.8929,0.0176,87.9768,103.3945,0.6724,0.194,5.0135,545.0,30.0,0.2881,0.0734,0.0183,0.1119,0.0128,0.0697,0.0165,0.0697,0.0459,0.0477,0.0037,0.0294,0.044,0.0,0.0018,0.0,0.167,2.4597,0.0183,2.2667,3.2062,4.8333,7.0,1.6142,2.816,4.1,545.0,26.0,0.0477,5.0,1.9904,2.0769,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,7.0,0.9761,0.11,0.865,0.026,0.1519,0.5695,446.0,23.0,5.157,5.0,0.9976,0.0,1.0,5.0,17.0,0.0,0.2242,1.1211,3.8117,0.0,0.6282,109.0,6.9,0.3211,0.6789,0.398,0.0633,0.7461,1.0,1.0,0.0,-3.2153,24.9115,0.0086,0.2285,0.7595,0.2405,1082.512,339.5,4.5396,582.0,0.0143,0.3786,0.9973,0.0,0.3571,14.0,0.0734,0.164,0.196,0.0102,8.0,-3.2169,-3.6305,0.1203,3.4375,6.0
